,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1997-11-28,21.81,21.43,24.1,20.0,893430,1939165244.0,60.21,214.68,14.62,152.72
1,1997-12-31,21.2,25.8,26.15,20.4,679086,1594893168.0,26.83,20.39,4.37,116.08
2,1998-01-23,26.1,25.48,29.5,24.11,384374,1032386672.0,20.89,-1.24,-0.32,65.7
3,1998-02-27,26.38,23.24,26.48,22.61,136141,332097288.0,15.19,-8.79,-2.24,23.27
4,1998-03-31,22.05,27.84,29.51,21.0,568024,1473224783.0,36.62,19.79,4.6,97.1
5,1998-04-30,27.7,34.85,35.26,27.5,548464,1705697852.0,27.87,25.18,7.01,93.75
6,1998-05-29,35.1,33.59,36.1,32.5,236430,809036015.0,10.33,-3.62,-1.26,36.57
7,1998-06-30,33.49,36.02,38.39,31.0,290735,1016477424.0,22.0,7.23,2.43,44.97
8,1998-07-31,36.95,35.75,38.18,32.2,241089,841980709.0,16.6,-0.75,-0.27,37.29
9,1998-08-31,36.01,34.31,36.77,31.7,171200,593089173.0,14.18,-4.03,-1.44,26.48
10,1998-09-30,33.96,27.08,38.5,26.5,181052,600551804.0,34.98,-21.07,-7.23,21.54
11,1998-10-30,27.1,28.37,29.36,26.8,198002,553307183.0,9.45,4.76,1.29,23.56
12,1998-11-30,28.46,31.93,34.08,28.4,316817,1003099952.0,20.02,12.55,3.56,37.7
13,1998-12-31,31.93,30.81,33.0,29.0,157574,487799430.0,12.53,-3.51,-1.12,18.75
14,1999-01-29,30.48,30.45,33.36,29.7,145975,463191662.0,11.88,-1.17,-0.36,17.37
15,1999-02-09,30.44,30.37,30.8,29.59,38355,115641464.0,3.97,-0.26,-0.08,4.56
16,1999-03-31,30.5,30.45,31.73,29.4,123179,377531410.0,7.67,0.26,0.08,14.66
17,1999-04-30,30.3,26.45,30.55,24.7,155148,428636157.5,19.21,-13.14,-4.0,18.46
18,1999-05-31,26.86,29.15,30.99,24.71,225568,639460084.75,23.74,10.21,2.7,26.84
19,1999-06-30,29.3,55.0,57.12,27.9,857288,3380573980.0,100.24,88.68,25.85,102.01
20,1999-07-30,53.98,38.31,53.98,36.36,707367,3063152273.0,32.04,-30.35,-16.69,68.02
21,1999-08-31,38.07,34.26,39.78,31.68,271044,964198686.0,21.14,-10.57,-4.05,26.06
22,1999-09-30,34.27,34.55,38.52,31.78,203511,714531312.0,19.67,0.85,0.29,19.57
23,1999-10-29,35.0,31.21,35.0,30.0,95720,306494202.5,14.47,-9.67,-3.34,9.2
24,1999-11-30,31.2,27.17,31.68,26.55,130599,377017672.0,16.44,-12.94,-4.04,12.56
25,1999-12-30,27.38,28.71,30.83,26.88,145036,416945879.0,14.54,5.67,1.54,13.95
26,2000-01-28,28.6,32.75,34.2,27.65,403702,1255353163.0,22.81,14.07,4.04,38.82
27,2000-02-29,35.0,33.19,40.99,30.91,467286,1659295170.0,30.78,1.34,0.44,44.93
28,2000-03-31,33.2,34.21,36.1,29.6,495609,1610034572.0,19.58,3.07,1.02,47.65
29,2000-04-28,34.21,34.8,35.95,31.0,315208,1064247915.0,14.47,1.72,0.59,30.31
30,2000-05-31,35.5,33.5,35.72,30.9,231722,781219699.0,13.85,-3.74,-1.3,22.28
31,2000-06-30,33.71,29.68,36.98,28.2,348555,1122629745.0,26.21,-11.4,-3.82,28.07
32,2000-07-31,29.6,32.98,33.28,28.9,299200,943321898.0,14.76,11.12,3.3,24.1
33,2000-08-31,33.15,33.94,39.7,32.7,671086,2461894796.0,21.22,2.91,0.96,54.05
34,2000-09-29,33.8,36.37,36.89,32.8,178986,623732903.0,12.05,7.16,2.43,14.42
35,2000-10-31,36.48,38.06,40.5,35.85,247480,950600474.0,12.79,4.65,1.69,19.93
36,2000-11-30,38.29,39.0,43.3,38.1,263168,1079007150.0,13.66,2.47,0.94,21.2
37,2000-12-29,39.4,38.07,39.99,36.63,157708,601373188.0,8.62,-2.38,-0.93,12.7
38,2001-01-19,38.11,35.9,40.8,34.18,133462,497119086.0,17.39,-5.7,-2.17,10.75
39,2001-02-28,35.9,33.74,35.98,31.31,182829,617912159.0,13.01,-6.02,-2.16,14.73
