,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,1992-04-30,22.0,24.9,26.55,22.0,24919,64064650.0,455.0,2390.0,23.9,29.67
1,1992-05-29,24.9,35.0,38.7,23.6,41907,121831680.5,60.64,40.56,10.1,49.89
2,1992-06-30,35.5,34.0,37.15,26.7,25400,79971149.25,29.86,-2.86,-1.0,30.24
3,1992-07-31,34.15,35.8,37.5,31.2,32290,110075000.0,18.53,5.29,1.8,38.44
4,1992-08-31,35.0,31.5,36.45,31.05,13605,45781775.12,15.08,-12.01,-4.3,16.2
5,1992-09-30,31.3,32.4,33.5,27.0,15425,48209974.81,20.63,2.86,0.9,18.36
6,1992-10-30,32.2,24.0,32.3,22.0,14515,37266725.0,31.79,-25.93,-8.4,17.28
7,1992-11-30,24.0,18.6,24.3,11.8,39590,64354850.5,52.08,-22.5,-5.4,39.28
8,1992-12-31,18.75,19.4,21.8,16.55,70660,138453450.5,28.23,4.3,0.8,70.1
9,1993-01-19,20.8,24.0,26.0,20.0,63672,157795800.0,30.93,23.71,4.6,63.17
10,1993-02-26,24.5,29.3,34.0,24.5,114090,341259126.0,39.58,22.08,5.3,113.18
11,1993-03-31,29.3,25.8,29.95,23.15,54675,146453950.25,23.21,-11.95,-3.5,54.24
12,1993-04-30,25.75,28.4,30.9,24.9,68330,196391875.0,23.26,10.08,2.6,67.79
13,1993-05-31,28.95,16.85,29.05,16.2,86537,211844645.0,45.25,-40.67,-11.55,71.54
14,1993-06-30,17.0,15.35,17.5,14.6,44568,72124820.25,17.21,-8.9,-1.5,18.57
15,1993-07-30,15.35,14.4,16.85,11.35,77315,106244074.88,35.83,-6.19,-0.95,32.21
16,1993-08-31,14.55,15.35,20.2,13.85,187329,302718084.0,44.1,6.6,0.95,78.05
17,1993-09-30,15.5,14.5,15.6,13.5,37306,54345058.12,13.68,-5.54,-0.85,15.54
18,1993-10-29,14.5,13.9,15.25,13.25,20860,29825058.82,13.79,-4.14,-0.6,8.69
19,1993-11-30,13.75,16.05,17.7,13.65,113130,181936660.94,29.14,15.47,2.15,47.13
20,1993-12-31,16.05,15.9,17.2,15.0,101617,164859768.25,13.71,-0.93,-0.15,42.34
21,1994-01-31,15.85,12.55,16.15,12.55,41775,62881530.88,22.64,-21.07,-3.35,17.41
22,1994-02-28,12.55,13.5,15.5,12.3,65958,90929147.38,25.5,7.57,0.95,27.48
23,1994-03-31,13.5,11.2,13.7,11.05,54412,68134185.25,19.63,-17.04,-2.3,22.67
24,1994-04-29,11.0,9.0,11.6,7.5,91968,83089127.25,36.61,-19.64,-2.2,38.32
25,1994-05-31,9.25,9.0,10.6,8.64,153691,150892741.0,21.78,0.0,0.0,64.03
26,1994-06-30,8.92,5.41,10.15,5.29,71230,63338679.28,54.0,-39.89,-3.59,21.2
