日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-04-12,70.0,57.26,70.0,57.19,113049,734133728.0,61.94,176.89,36.58,56.52
2021-04-13,50.0,50.2,53.54,48.5,78212,395448784.0,8.8,-12.33,-7.06,39.11
2021-04-14,49.31,50.5,50.78,47.27,65427,318516464.0,6.99,0.6,0.3,32.71
2021-04-15,49.3,49.62,52.47,47.56,66869,335544912.0,9.72,-1.74,-0.88,33.43
2021-04-16,49.88,46.88,50.47,46.77,57746,277368848.0,7.46,-5.52,-2.74,28.87
2021-04-19,45.53,47.71,49.43,45.04,56476,265150912.0,9.36,1.77,0.83,28.24
2021-04-20,46.99,44.78,47.67,44.78,49471,227141092.0,6.06,-6.14,-2.93,24.74
2021-04-21,44.51,41.88,44.55,41.82,39171,167439329.0,6.1,-6.48,-2.9,19.59
2021-04-22,41.88,42.43,42.86,41.7,22794,96434484.0,2.77,1.31,0.55,11.4
2021-04-23,42.36,40.83,42.82,40.82,25011,104331955.0,4.71,-3.77,-1.6,12.51
2021-04-26,40.7,41.26,41.47,40.05,21260,86873538.0,3.48,1.05,0.43,10.63
2021-04-27,41.57,42.0,43.29,41.57,27254,115305104.0,4.17,1.79,0.74,13.63
2021-04-28,42.0,43.29,43.63,40.27,33187,140705823.0,8.0,3.07,1.29,16.59
2021-04-29,42.38,40.96,42.91,40.89,27440,114759804.0,4.67,-5.38,-2.33,13.72
2021-04-30,41.04,39.42,41.28,39.4,20401,81984571.0,4.59,-3.76,-1.54,10.2
2021-05-06,39.3,39.74,40.69,39.3,13599,54365490.0,3.53,0.81,0.32,6.8
2021-05-07,39.61,39.98,40.18,39.42,13315,53081490.0,1.91,0.6,0.24,6.66
2021-05-10,40.0,40.75,41.15,39.62,18111,73686144.0,3.83,1.93,0.77,9.06
2021-05-11,40.35,41.03,41.12,39.82,16766,68288346.0,3.19,0.69,0.28,8.38
2021-05-12,40.6,42.79,43.5,40.5,35957,153124286.0,7.31,4.29,1.76,17.98
2021-05-13,42.06,40.6,42.28,40.6,26199,108578980.0,3.93,-5.12,-2.19,13.1
2021-05-14,40.51,40.5,40.98,40.01,14313,58132175.0,2.39,-0.25,-0.1,7.16
2021-05-17,40.78,40.0,40.79,39.86,14475,58027719.0,2.3,-1.23,-0.5,7.24
2021-05-18,40.0,40.24,40.32,39.85,9737,39049753.0,1.18,0.6,0.24,4.87
2021-05-19,40.0,40.79,40.92,39.91,15187,61550281.0,2.51,1.37,0.55,7.59
2021-05-20,40.7,39.85,40.84,39.81,14289,57381219.0,2.53,-2.3,-0.94,7.14
2021-05-21,39.9,40.15,40.78,39.9,12024,48457383.0,2.21,0.75,0.3,6.01
2021-05-24,40.01,41.38,41.48,39.99,21838,89587080.0,3.71,3.06,1.23,10.92
2021-05-25,41.36,41.39,41.88,40.6,19271,79399216.0,3.09,0.02,0.01,9.64
2021-05-26,41.28,41.66,41.9,41.04,17411,72252151.0,2.08,0.65,0.27,8.71
2021-05-27,41.78,41.11,42.3,41.0,19800,82164711.0,3.12,-1.32,-0.55,9.9
2021-05-28,40.96,40.24,41.1,40.22,14119,57329956.0,2.14,-2.12,-0.87,7.06
2021-05-31,40.4,40.61,40.63,40.04,10570,42692142.0,1.47,0.92,0.37,5.28
2021-06-01,40.6,41.08,41.4,40.5,11910,48763611.0,2.22,1.16,0.47,5.96
2021-06-02,41.08,41.75,42.55,41.08,27961,117093551.0,3.58,1.63,0.67,13.98
2021-06-03,41.38,41.89,41.99,41.0,23707,98340900.0,2.37,0.34,0.14,11.85
2021-06-04,42.15,41.54,42.4,41.24,17685,73854484.0,2.77,-0.84,-0.35,8.84
2021-06-07,41.04,40.7,41.31,40.51,12963,52759828.0,1.93,-2.02,-0.84,6.48
2021-06-08,40.93,40.35,41.09,40.21,11285,45725744.0,2.16,-0.86,-0.35,5.64
2021-06-09,40.5,40.2,40.6,40.07,8772,35289403.0,1.31,-0.37,-0.15,4.39
2021-06-10,40.1,40.15,40.39,40.03,8095,32523721.0,0.9,-0.12,-0.05,4.05
2021-06-11,40.21,40.99,41.17,40.09,16358,66539629.0,2.69,2.09,0.84,8.18
2021-06-15,41.0,39.98,41.48,39.88,14961,60453630.0,3.9,-2.46,-1.01,7.48
2021-06-16,39.5,37.81,40.3,37.78,17285,66778164.0,6.3,-5.43,-2.17,8.64
2021-06-17,37.8,37.1,38.2,37.0,13957,52280001.0,3.17,-1.88,-0.71,6.98
2021-06-18,37.26,37.65,37.82,36.81,10535,39294788.0,2.72,1.48,0.55,5.27
2021-06-21,38.07,38.33,38.99,38.07,12058,46446874.0,2.44,1.81,0.68,6.03
2021-06-22,38.71,38.42,38.78,38.1,9143,35100336.0,1.77,0.23,0.09,4.57
2021-06-23,38.56,38.38,38.61,38.11,7132,27333570.0,1.3,-0.1,-0.04,3.57
2021-06-24,38.4,37.81,38.67,37.69,9727,36970158.0,2.55,-1.49,-0.57,4.86
2021-06-25,37.39,38.11,38.28,37.39,7112,27071081.0,2.35,0.79,0.3,3.56
2021-06-28,38.1,37.97,38.35,37.8,6663,25330028.0,1.44,-0.37,-0.14,3.33
2021-06-29,37.81,37.68,38.2,37.52,6871,25984848.0,1.79,-0.76,-0.29,3.44
2021-06-30,37.85,37.56,37.85,37.32,6026,22613649.0,1.41,-0.32,-0.12,3.01
2021-07-01,37.58,36.74,37.66,36.51,8035,29877738.0,3.06,-2.18,-0.82,4.02
2021-07-02,36.6,36.12,37.0,36.01,7609,27706408.0,2.69,-1.69,-0.62,3.8
2021-07-05,36.09,36.25,36.3,35.91,6465,23352779.0,1.08,0.36,0.13,3.23
2021-07-06,36.44,37.04,37.14,36.04,7981,29046861.0,3.03,2.18,0.79,3.99
2021-07-07,36.94,37.62,37.85,36.62,10548,39377816.0,3.32,1.57,0.58,5.27
2021-07-08,38.05,37.44,38.39,37.39,10958,41394062.0,2.66,-0.48,-0.18,5.48
2021-07-09,36.81,37.2,37.2,36.55,6856,25280656.0,1.74,-0.64,-0.24,3.43
2021-07-12,37.4,37.17,37.42,37.03,6020,22395227.0,1.05,-0.08,-0.03,3.01
2021-07-13,37.13,37.06,37.17,36.58,6209,22900859.0,1.59,-0.3,-0.11,3.1
2021-07-14,37.06,36.43,37.14,36.4,6518,23881698.0,2.0,-1.7,-0.63,3.26
2021-07-15,36.6,35.58,36.6,35.4,7998,28615487.0,3.29,-2.33,-0.85,4.0
2021-07-16,35.7,35.45,35.7,35.4,5882,20870177.0,0.84,-0.37,-0.13,2.94
2021-07-19,35.56,35.88,36.16,35.48,5486,19646791.0,1.92,1.21,0.43,2.74
2021-07-20,35.59,35.98,36.14,35.55,3856,13797712.0,1.64,0.28,0.1,1.93
2021-07-21,35.7,36.02,36.19,35.7,4088,14745501.0,1.36,0.11,0.04,2.04
2021-07-22,36.18,35.52,36.23,35.48,6423,22891671.0,2.08,-1.39,-0.5,3.21
2021-07-23,35.49,34.38,35.49,34.21,10549,36587312.0,3.6,-3.21,-1.14,5.27
2021-07-26,34.38,34.58,34.72,34.21,6467,22286984.0,1.48,0.58,0.2,3.23
2021-07-27,34.58,34.29,35.22,34.23,5772,20063995.0,2.86,-0.84,-0.29,2.89
2021-07-28,34.26,32.88,34.26,32.59,6306,20884984.0,4.87,-4.11,-1.41,3.15
2021-07-29,33.0,33.67,33.75,33.0,4639,15517107.0,2.28,2.4,0.79,2.32
2021-07-30,33.31,33.69,33.85,33.31,4207,14127994.0,1.6,0.06,0.02,2.1
2021-08-02,33.5,34.34,34.49,33.5,5844,19986543.0,2.94,1.93,0.65,2.92
2021-08-03,34.41,34.65,35.36,34.05,9511,33039377.0,3.81,0.9,0.31,4.76
2021-08-04,34.32,35.56,35.99,34.2,12601,44485197.0,5.17,2.63,0.91,6.3
2021-08-05,35.2,35.06,35.5,34.68,8431,29490137.0,2.31,-1.41,-0.5,4.22
2021-08-06,35.19,34.9,35.33,34.73,5039,17615419.0,1.71,-0.46,-0.16,2.52
2021-08-09,34.77,35.47,35.7,34.77,6533,23091827.0,2.66,1.63,0.57,3.27
2021-08-10,35.21,35.96,36.0,35.21,7979,28526895.0,2.23,1.38,0.49,3.99
2021-08-11,35.9,35.72,36.01,35.49,6379,22763381.0,1.45,-0.67,-0.24,3.19
2021-08-12,35.72,36.28,36.47,35.5,9018,32567766.0,2.72,1.57,0.56,4.51
2021-08-13,36.2,35.91,36.69,35.48,9544,34389665.0,3.34,-1.02,-0.37,4.77
2021-08-16,35.6,36.8,36.94,35.6,10975,40026975.0,3.73,2.48,0.89,5.49
2021-08-17,36.59,36.16,37.2,36.0,13638,50003949.0,3.26,-1.74,-0.64,6.82
2021-08-18,36.03,35.85,36.32,35.54,7959,28508589.0,2.16,-0.86,-0.31,3.98
2021-08-19,35.8,35.33,36.06,35.32,6370,22758065.0,2.06,-1.45,-0.52,3.19
2021-08-20,35.3,34.54,35.3,34.01,8019,27625251.0,3.65,-2.24,-0.79,4.01
2021-08-23,34.68,36.84,37.36,34.64,20813,76087421.0,7.87,6.66,2.3,10.41
2021-08-24,37.83,44.21,44.21,37.83,42630,183022773.0,17.32,20.01,7.37,21.32
2021-08-25,44.21,41.77,45.0,41.0,65267,277226576.0,9.05,-5.52,-2.44,32.63
2021-08-26,41.98,42.36,42.78,41.06,37532,157389382.0,4.12,1.41,0.59,18.77
2021-08-27,41.62,41.83,42.84,41.14,28934,121547660.0,4.01,-1.25,-0.53,14.47
2021-08-30,41.92,50.2,50.2,41.92,90085,427473104.0,19.79,20.01,8.37,45.04
2021-08-31,51.73,53.86,59.98,51.73,82763,457871792.0,16.43,7.29,3.66,41.38
2021-09-01,54.3,53.38,58.67,51.81,57591,315257872.0,12.74,-0.89,-0.48,28.8
2021-09-02,52.93,61.7,62.96,52.93,60638,364970224.0,18.79,15.59,8.32,30.32
2021-09-03,61.02,58.33,61.34,57.0,41362,241484788.0,7.03,-5.46,-3.37,20.68
2021-09-06,58.4,56.21,58.99,53.8,28546,158536273.0,8.9,-3.63,-2.12,14.27
2021-09-07,55.72,55.81,58.12,55.16,25142,142548591.0,5.27,-0.71,-0.4,12.57
2021-09-08,56.01,56.5,59.5,55.2,33958,195286206.0,7.7,1.24,0.69,16.98
2021-09-09,55.5,53.97,55.5,52.71,25705,139229116.0,4.94,-4.48,-2.53,12.85
2021-09-10,54.38,57.75,60.66,54.38,38808,224581300.0,11.64,7.0,3.78,19.4
2021-09-13,56.43,55.38,57.48,54.3,27731,154333293.0,5.51,-4.1,-2.37,13.87
2021-09-14,54.7,53.06,56.65,52.58,26408,142934540.0,7.35,-4.19,-2.32,13.2
2021-09-15,52.66,55.0,55.8,52.66,20443,111471227.0,5.92,3.66,1.94,10.22
2021-09-16,55.17,57.23,59.75,55.17,33127,191674960.0,8.33,4.05,2.23,16.56
2021-09-17,57.68,68.68,68.68,57.2,54444,358838304.0,20.06,20.01,11.45,27.22
2021-09-22,67.99,73.86,73.86,66.93,60614,430378288.0,10.09,7.54,5.18,30.31
2021-09-23,78.0,75.6,81.38,73.78,40110,307826848.0,10.29,2.36,1.74,20.06
2021-09-24,73.67,75.66,78.58,73.35,26529,200433808.0,6.92,0.08,0.06,13.26
2021-09-27,73.0,73.76,74.79,70.12,30212,219683125.0,6.17,-2.51,-1.9,15.11
2021-09-28,73.69,86.5,86.75,72.07,28267,226872915.0,19.9,17.27,12.74,14.13
2021-09-29,81.8,77.75,84.01,74.91,33161,261797674.0,10.52,-10.12,-8.75,16.58
2021-09-30,79.12,86.15,88.58,77.2,29773,249383337.0,14.64,10.8,8.4,14.89
2021-10-08,87.0,86.2,87.36,81.0,17513,147450787.0,7.38,0.06,0.05,8.76
2021-10-11,86.0,90.62,96.66,85.01,23291,211234485.0,13.52,5.13,4.42,11.65
2021-10-12,88.06,86.35,91.99,83.58,15919,138004478.0,9.28,-4.71,-4.27,7.96
2021-10-13,86.35,87.12,88.2,82.5,13105,112823569.0,6.6,0.89,0.77,6.55
2021-10-14,85.36,87.1,87.15,83.0,14294,121892550.0,4.76,-0.02,-0.02,7.15
2021-10-15,89.0,85.44,89.0,80.28,14765,125231111.0,10.01,-1.91,-1.66,7.38
2021-10-18,88.29,102.53,102.53,88.0,32111,316189648.0,17.01,20.0,17.09,16.06
2021-10-19,107.0,102.42,115.0,97.65,43090,452021808.0,16.92,-0.11,-0.11,21.55
2021-10-20,103.15,104.11,105.26,97.73,23694,240885240.0,7.35,1.65,1.69,11.85
2021-10-21,101.49,100.44,104.7,99.01,16246,164302582.0,5.47,-3.53,-3.67,8.12
2021-10-22,100.44,103.5,109.0,98.0,22732,233443457.0,10.95,3.05,3.06,11.37
2021-10-25,100.0,110.99,117.93,99.36,30682,334264976.0,17.94,7.24,7.49,15.34
2021-10-26,115.99,124.8,126.0,115.99,31928,385696016.0,9.02,12.44,13.81,15.96
2021-10-27,122.0,121.7,124.79,118.0,17994,218614509.0,5.44,-2.48,-3.1,9.0
2021-10-28,126.0,139.1,146.04,122.88,39674,552408560.0,19.03,14.3,17.4,19.84
2021-10-29,140.0,160.0,160.0,135.57,32200,464947984.0,17.56,15.03,20.9,16.1
2021-11-01,156.0,148.9,174.98,143.45,41467,642329712.0,19.71,-6.94,-11.1,20.73
2021-11-02,148.02,140.9,148.9,137.23,31994,454616752.0,7.84,-5.37,-8.0,16.0
2021-11-03,138.99,136.83,141.0,132.0,31450,427608464.0,6.39,-2.89,-4.07,15.72
2021-11-04,138.7,164.2,164.2,136.65,43182,644663968.0,20.13,20.0,27.37,21.59
2021-11-05,155.0,147.97,169.95,147.69,36080,570651760.0,13.56,-9.88,-16.23,18.04
2021-11-08,140.15,148.15,153.47,140.15,20281,299011392.0,9.0,0.12,0.18,10.14
2021-11-09,149.35,139.55,151.99,137.0,26647,376010384.0,10.12,-5.8,-8.6,13.32
2021-11-10,138.0,142.24,144.05,135.06,21017,294012528.0,6.44,1.93,2.69,10.51
2021-11-11,141.85,154.25,164.99,138.52,37097,552609136.0,18.61,8.44,12.01,18.55
2021-11-12,149.59,159.47,172.0,146.0,35180,563947296.0,16.86,3.38,5.22,17.59
2021-11-15,162.01,153.16,167.9,151.4,22959,365023440.0,10.35,-3.96,-6.31,11.48
2021-11-16,150.0,142.07,153.0,140.5,24016,347801808.0,8.16,-7.24,-11.09,12.01
2021-11-17,144.02,150.13,151.99,141.52,21546,317539472.0,7.37,5.67,8.06,10.77
2021-11-18,146.0,131.0,147.0,130.76,36279,492434512.0,10.82,-12.74,-19.13,18.14
2021-11-19,130.45,131.29,133.64,126.76,21037,273838880.0,5.25,0.22,0.29,10.52
2021-11-22,126.67,135.0,135.0,122.57,24829,322359840.0,9.47,2.83,3.71,12.41
2021-11-23,134.89,140.92,149.34,130.13,30301,428452128.0,14.23,4.39,5.92,15.15
2021-11-24,143.0,136.0,147.56,134.8,19219,269339264.0,9.05,-3.49,-4.92,9.61
2021-11-25,134.85,131.06,137.75,127.6,16399,215476751.0,7.46,-3.63,-4.94,8.2
2021-11-26,129.29,129.92,132.0,127.08,15840,203699927.0,3.75,-0.87,-1.14,7.92
2021-11-29,126.39,133.89,136.43,126.16,18189,239582390.0,7.9,3.06,3.97,9.09
