日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-07-09,70.0,78.02,82.67,70.0,207386,1599979472.0,57.7,255.28,56.06,76.61
2021-07-12,84.0,87.55,89.58,80.1,108920,910880784.0,12.15,12.21,9.53,40.24
2021-07-13,88.5,108.0,118.88,88.5,93320,952047344.0,34.7,23.36,20.45,34.47
2021-07-14,113.88,115.1,123.9,110.66,51974,594739792.0,12.26,6.57,7.1,19.2
2021-07-15,111.0,111.0,112.59,99.02,46816,494625600.0,11.79,-3.56,-4.1,17.29
2021-07-16,110.0,109.0,115.2,103.38,29998,327428864.0,10.65,-1.8,-2.0,11.08
2021-07-19,108.6,102.0,110.99,99.1,28278,292377056.0,10.91,-6.42,-7.0,10.45
2021-07-20,103.12,112.3,118.18,103.12,42104,469738928.0,14.76,10.1,10.3,15.55
2021-07-21,111.9,119.06,123.0,106.5,36692,427748704.0,14.69,6.02,6.76,13.55
2021-07-22,119.0,107.01,119.22,107.01,25542,287413760.0,10.26,-10.12,-12.05,9.44
2021-07-23,108.88,108.67,112.56,102.0,26866,288417056.0,9.87,1.55,1.66,9.92
2021-07-26,108.0,109.8,111.79,99.3,27104,285518688.0,11.49,1.04,1.13,10.01
2021-07-27,105.66,93.92,109.31,93.34,24663,250819652.0,14.54,-14.46,-15.88,9.11
2021-07-28,94.5,97.78,99.3,91.02,17404,167927962.0,8.82,4.11,3.86,6.43
2021-07-29,98.0,104.4,107.56,97.57,15547,162178478.0,10.22,6.77,6.62,5.74
2021-07-30,106.4,101.5,109.51,100.53,13049,135747808.0,8.6,-2.78,-2.9,4.82
2021-08-02,99.0,109.95,110.0,99.0,14475,153553853.0,10.84,8.33,8.45,5.35
2021-08-03,109.95,105.08,110.45,104.2,11855,126175456.0,5.68,-4.43,-4.87,4.38
2021-08-04,104.0,105.6,106.92,102.34,6378,66304149.0,4.36,0.49,0.52,2.36
2021-08-05,105.44,99.89,105.44,99.5,11399,115113450.0,5.63,-5.41,-5.71,4.21
2021-08-06,98.5,95.0,101.88,92.7,9235,88552002.0,9.19,-4.9,-4.89,3.41
2021-08-09,94.98,96.78,98.69,89.44,8687,81595661.0,9.74,1.87,1.78,3.21
2021-08-10,96.66,91.58,97.52,90.14,12048,112148336.0,7.63,-5.37,-5.2,4.45
2021-08-11,92.0,91.2,92.92,89.44,5998,54505060.0,3.8,-0.41,-0.38,2.22
2021-08-12,91.2,89.5,91.3,87.44,7310,65073395.0,4.23,-1.86,-1.7,2.7
2021-08-13,89.49,93.33,96.6,85.82,11044,101382839.0,12.04,4.28,3.83,4.08
2021-08-16,90.66,87.4,92.88,87.0,12299,108591310.0,6.3,-6.35,-5.93,4.54
2021-08-17,86.99,84.2,89.26,83.9,8137,70127723.0,6.13,-3.66,-3.2,3.01
2021-08-18,84.52,87.96,88.4,83.01,5431,46976705.0,6.4,4.47,3.76,2.01
2021-08-19,87.0,92.5,93.92,85.2,11356,103624035.0,9.91,5.16,4.54,4.2
2021-08-20,92.5,100.68,102.8,90.0,16635,164769614.0,13.84,8.84,8.18,6.15
2021-08-23,102.66,99.5,111.97,97.8,15349,157541587.0,14.07,-1.17,-1.18,5.67
2021-08-24,100.0,97.33,100.0,95.5,8485,82512741.0,4.52,-2.18,-2.17,3.13
2021-08-25,95.1,96.58,98.3,93.0,8546,81405749.0,5.45,-0.77,-0.75,3.16
2021-08-26,96.0,90.88,97.85,90.18,8953,83255422.0,7.94,-5.9,-5.7,3.31
2021-08-27,90.89,92.34,95.0,90.11,5803,53942579.0,5.38,1.61,1.46,2.14
2021-08-30,92.0,90.8,95.7,88.3,8840,81203111.0,8.01,-1.67,-1.54,3.27
2021-08-31,90.74,89.4,95.68,89.0,9729,89096646.0,7.36,-1.54,-1.4,3.59
2021-09-01,91.65,87.58,91.65,86.0,7629,66812134.0,6.32,-2.04,-1.82,2.82
2021-09-02,85.9,86.18,88.0,85.52,6213,53808431.0,2.83,-1.6,-1.4,2.3
2021-09-03,84.35,83.75,86.18,83.45,12519,105687239.0,3.17,-2.82,-2.43,4.62
2021-09-06,85.0,93.0,93.0,83.78,16157,144095566.0,11.01,11.04,9.25,5.97
2021-09-07,96.0,87.74,96.65,84.6,16242,143079450.0,12.96,-5.66,-5.26,6.0
2021-09-08,86.8,85.41,88.19,84.86,9750,83559417.0,3.8,-2.66,-2.33,3.6
2021-09-09,85.79,85.42,89.5,84.0,12258,105263817.0,6.44,0.01,0.01,4.53
2021-09-10,85.0,83.07,85.42,83.07,9580,80396336.0,2.75,-2.75,-2.35,3.54
2021-09-13,83.8,84.45,87.33,81.19,14347,121406177.0,7.39,1.66,1.38,5.3
2021-09-14,84.7,81.06,84.7,79.77,19898,161464539.0,5.84,-4.01,-3.39,7.35
2021-09-15,81.0,87.0,88.0,80.11,33263,283020672.0,9.73,7.33,5.94,12.29
